model,site,nb_deg,nb_pm,component,ttf,ctf
M3,S,0,2,C01,38519040.0,63656
M2,S,0,1,C01,21753420.0,78643
M3,E,0,0,C01,6017876.0,8124
M4,S,0,0,C01,3876180.0,10372
M2,E,0,0,C01,4677720.0,6107
M7,E,0,1,C01,55293960.0,161398
M7,E,0,0,C02,1901393.0,6161
M4,E,0,0,C01,11219940.0,21316
M3,H,0,0,C01,24276420.0,35739
M4,S,0,0,C01,3780120.0,8898
M2,E,0,0,C01,10632600.0,26694
M7,E,11,2,C01,88189920.0,154331
M4,I,0,1,C02,54269280.0,22901
M3,E,0,0,C01,28699020.0,78123
M4,E,0,0,C01,18402000.0,26869
M7,E,0,1,C01,33878220.0,61201
M4,E,0,1,C01,9060818.0,30739
M7,S,0,0,C01,2590080.0,6284
M4,E,0,1,C01,1645500.0,7520
M4,S,0,1,C02,39125580.0,32846
M4,S,0,0,C02,12010020.0,25599
M4,E,0,1,C01,12076749.0,19875
M3,E,0,1,C01,30771156.0,82609
M3,S,0,0,C01,10521720.0,48062
M7,S,0,0,C01,11850522.0,26068
M4,E,0,1,C02,26155149.0,141389
M4,E,0,1,C01,9684540.0,15409
M2,S,0,0,C01,11936691.0,31787
M3,H,0,0,C01,4569600.0,10096
M7,E,0,0,C01,12376020.0,58110
M7,E,0,2,C01,46460700.0,112449
M3,E,0,0,C01,5181617.0,8734
M3,E,0,0,C01,3018066.0,10621
M7,E,0,0,C02,5369400.0,12061
M5,S,0,0,C02,18142500.0,6768
M3,I,0,0,C01,10770360.0,11081
M3,E,0,1,C01,4065360.0,7961
M3,E,0,1,C01,14066460.0,33762
M3,H,7,0,C02,7181248.0,17423
M7,S,0,1,C02,48278520.0,28461
M1,E,0,0,C01,11463939.0,32693
M4,E,0,2,C01,57124992.0,134977
M3,S,9,0,C01,6378000.0,5980
M3,E,1,1,C01,32379068.0,96843
M3,S,0,1,C01,10963860.0,59771
M7,E,1,0,C01,30070140.0,80890
M1,E,0,0,C01,5438700.0,15552
M7,S,1,1,C02,26677260.0,103130
M3,S,3,1,C01,5550300.0,10682
M3,E,0,2,C02,67724940.0,108631
M3,E,0,2,C02,46507800.0,115406
M4,I,0,0,C01,2436660.0,9609
M3,E,5,1,C01,21506010.0,45873
M4,E,0,1,C01,37846500.0,215233
M4,S,0,0,C02,3009180.0,8904
M4,E,0,0,C01,28766400.0,61083
M2,S,0,0,C01,34561680.0,13855
M3,E,0,0,C02,4261560.0,9631
M4,S,1,0,C01,5122680.0,23317
M3,E,0,1,C01,11986089.0,15231
M2,S,0,0,C01,4767420.0,9393
M3,E,0,0,C01,2743068.0,5952
M3,S,0,1,C01,23395860.0,46225
M4,E,0,0,C02,1194780.0,8203
M5,S,0,0,C02,9092580.0,6538
M2,H,3,2,C01,61767300.0,69710
M2,S,0,0,C01,27879060.0,30115
M4,S,0,1,C02,42677880.0,130801
M4,S,0,1,C01,8826480.0,22903
M4,S,0,0,C01,7153541.0,16865
M7,I,0,2,C01,97639080.0,115090
M7,S,1,1,C01,8736120.0,15733
M2,E,0,0,C01,14680980.0,79020
M4,E,0,0,C01,31106330.0,5511
M3,S,2,1,C01,47074300.0,72144
M4,E,0,1,C01,15786540.0,34777
M3,E,0,0,C01,6112020.0,17152
M7,E,0,0,C01,5421883.0,11509
M3,I,0,2,C01,50408271.0,48272
M1,S,0,0,C02,10341960.0,20497
M2,S,0,0,C01,18914940.0,33311
M3,S,0,0,C01,9411817.0,13608
M4,S,0,1,C01,9933900.0,20818
M7,I,0,0,C01,2657318.0,5896
M2,E,0,0,C01,9659040.0,15636
M4,S,0,1,C01,49404180.0,150973
M4,S,0,0,C01,22123560.0,29119
M3,E,0,1,C01,3533520.0,11510
M5,S,0,3,C02,74733900.0,63819
M2,S,0,0,C01,10882560.0,42928
M2,S,0,0,C01,12774180.0,16831
M4,E,0,1,C01,32486760.0,171426
M4,E,0,1,C01,9493030.0,19243
M7,E,0,2,C01,87083064.0,183008
M7,S,0,0,C01,3969120.0,9719
M4,E,0,1,C02,21860400.0,43607
M3,S,0,1,C01,44146860.0,166448
M3,S,0,1,C01,6040698.0,17328
M2,S,0,0,C01,12700678.0,47945
M4,E,0,0,C01,4463464.0,12458
M3,H,0,0,C01,11224440.0,39910
M4,E,0,0,C01,10716047.0,27028
M4,S,0,1,C02,20631839.0,52044
M3,I,0,0,C01,26520780.0,10469
M7,S,0,1,C01,59625480.0,204931
M3,E,0,1,C01,24702654.0,46054
M2,S,0,1,C01,24689348.0,43887
M3,I,0,1,C01,23841900.0,25954
M3,S,0,0,C01,3286020.0,7130
M4,S,0,0,C01,4039489.0,5646
M3,E,0,1,C01,72035100.0,167883
M2,E,0,0,C02,43728600.0,67113
M4,E,0,0,C02,13841880.0,36060
M3,S,0,0,C01,6643860.0,15624
M3,S,0,0,C01,26704140.0,65630
M3,S,0,0,C01,4125258.0,8351
M7,S,0,1,C01,31362675.0,89998
M4,S,0,1,C01,3561540.0,9958
M4,S,1,0,C01,10334498.0,26324
M3,S,1,1,C01,15894600.0,38358
M3,E,0,0,C01,21827070.0,37609
M4,S,0,1,C01,45100657.0,193987
M4,S,0,0,C01,13805040.0,46750
M4,S,0,0,C02,28336690.0,58468
M3,I,0,1,C01,8885700.0,16270
M4,I,0,0,C01,14672040.0,29785
M4,I,0,0,C01,7624980.0,14886
M4,E,0,0,C01,12341940.0,19208
M4,S,0,0,C01,4645800.0,17033
M4,S,0,0,C01,9166080.0,42883
M3,S,0,0,C01,37823100.0,38134
M4,E,0,0,C01,30261240.0,66331
M3,S,0,0,C01,21274620.0,66993
M4,S,0,0,C01,13124007.0,32797
M2,E,0,1,C02,46946736.0,70521
M4,E,0,0,C02,14500742.0,23282
M4,S,0,1,C01,54712620.0,83256
M3,S,0,0,C01,17459400.0,34776
M3,H,0,0,C01,8714141.0,18050
M7,E,0,1,C01,40543949.0,66786
M2,S,0,0,C02,2336400.0,8634
M4,S,33,2,C02,59250242.0,160492
M2,H,0,1,C01,2239080.0,6243
M3,E,0,0,C01,4388220.0,5585
M2,E,0,0,C02,15626340.0,56248
M4,I,0,0,C01,12010260.0,5616
M4,E,0,0,C01,9527786.0,26587
M7,E,0,0,C01,5366880.0,11105
M4,E,0,0,C01,33522360.0,66733
M2,S,0,1,C01,42518460.0,74745
M2,E,0,1,C01,74583920.0,119529
M3,S,1,0,C01,8894160.0,17014
M4,E,0,1,C01,4247640.0,10258
M4,E,1,0,C01,9664980.0,48828
M4,I,0,0,C01,16331580.0,33198
M4,S,0,0,C01,7184009.0,14895
M3,H,0,0,C01,7660945.0,8689
M7,E,0,1,C01,28077480.0,75738
M2,E,0,0,C01,3826620.0,18511
M2,S,0,1,C01,4167420.0,10036
M7,E,0,0,C02,3699000.0,18479
M7,S,0,0,C01,4148412.0,10958
M3,S,0,0,C01,13386600.0,26443
M3,S,0,0,C01,13331505.0,37907
M2,E,0,1,C01,22131026.0,37604
M7,S,0,2,C02,62220480.0,120719
M3,E,0,1,C01,66090960.0,147920
M4,S,0,0,C01,7857245.0,14784
M3,H,0,1,C01,71949060.0,78662
M3,E,0,1,C01,9414078.0,22295
M4,I,0,0,C01,9658308.0,12156
M4,S,0,0,C01,30407820.0,63883
M7,S,0,0,C01,7969260.0,19528
M3,S,0,1,C01,4056540.0,13416
M4,E,0,1,C01,16520880.0,42777
M3,S,0,0,C01,14998193.0,25236
M2,E,0,0,C02,40171385.0,82643
M1,E,0,0,C01,16415165.0,55284
M4,S,0,1,C01,10279500.0,25382
M4,E,0,0,C02,19284660.0,83518
M2,S,0,0,C02,1579320.0,7327
M2,E,0,1,C02,27195594.0,57010
M4,S,0,0,C02,20131140.0,40529
M4,E,0,0,C01,8560860.0,26599
M3,E,0,0,C01,17272920.0,29622
M3,S,0,1,C01,47421839.0,137420
M2,E,0,0,C01,3542100.0,10609
M4,E,0,0,C01,3379257.0,9796
M3,S,0,0,C01,44580060.0,155044
M3,S,0,0,C01,54510280.0,162308
M3,E,0,3,C02,68411700.0,186518
M4,E,0,0,C01,6906480.0,5843
M4,S,0,1,C01,18920822.0,32462
M4,E,0,0,C01,11987520.0,30776
M3,S,0,1,C01,42254520.0,113920
M4,E,0,0,C01,14230200.0,45754
M4,E,0,0,C01,6902640.0,13785
M4,E,0,0,C01,2152792.0,5031
M4,S,0,0,C02,4206675.0,10467
M2,I,0,0,C01,9059700.0,34857
M4,E,0,0,C01,4752141.0,15156
M7,E,0,1,C02,19982970.0,45875
M2,S,0,0,C02,8229300.0,17668
M7,S,1,1,C01,34897380.0,59018
M4,S,0,1,C01,31178160.0,29202
M2,S,0,0,C01,16346196.0,36032
M7,E,0,0,C02,10099080.0,16488
M4,H,0,1,C01,29534460.0,28255
M7,S,0,1,C01,22449900.0,105874
M7,S,0,0,C02,14706120.0,15216
M3,H,0,1,C01,29259158.0,83756
M7,S,0,0,C01,10209120.0,29933
M4,S,2,1,C01,6991260.0,18065
M3,S,0,0,C01,12014160.0,25376
M3,E,0,1,C01,27691386.0,50985
M7,I,0,0,C01,30233520.0,8727
M3,E,0,0,C01,4300327.0,14165
M4,S,0,0,C01,13577095.0,39256
M1,E,0,1,C01,21501840.0,36259
M4,I,0,0,C02,3793837.0,8725
M7,S,0,1,C01,23229822.0,42983
M7,S,0,2,C01,65153895.0,139848
M4,S,0,0,C01,4301526.0,12354
M3,I,0,1,C01,36900470.0,36350
M3,I,0,0,C01,11220480.0,18711
M1,S,0,1,C01,42076842.0,148823
M7,E,0,1,C01,15835380.0,33684
M7,E,0,1,C02,46315620.0,175064
M3,S,0,1,C02,30846219.0,100955
M2,E,0,0,C01,14449066.0,33444
M3,S,0,0,C01,16697580.0,35353
M3,S,0,0,C02,8463166.0,32644
M2,E,0,0,C01,20297760.0,66324
M4,I,0,0,C01,11405280.0,33371
M1,E,0,0,C01,11819220.0,12762
M7,E,0,1,C01,8372100.0,20590
M4,E,0,1,C01,8736120.0,6676
M4,E,6,0,C01,17099580.0,50094
M4,S,0,1,C02,13888500.0,65843
M4,S,0,1,C01,3022169.0,12532
M4,E,0,0,C01,7265236.0,16396
M3,S,0,0,C02,5606940.0,17991
M4,E,2,0,C01,5848761.0,11074
M4,E,0,0,C01,7509657.0,15855
M5,S,0,0,C02,7860077.0,17036
M3,E,0,0,C01,13321980.0,26812
M4,S,0,0,C02,2250668.0,7475
M3,E,0,1,C01,70693373.0,71039
M3,E,0,0,C01,6031228.0,27898
M4,S,0,0,C01,24786600.0,71324
M3,E,0,1,C01,50120331.0,101495
M3,I,0,0,C01,26171700.0,60314
M3,H,0,1,C01,24445500.0,78116
M4,S,0,3,C01,71200724.0,207923
M2,S,0,0,C02,5866920.0,15924
M3,E,0,0,C01,1119960.0,5166
M3,S,0,0,C02,17562480.0,35012
M4,S,0,1,C02,12030180.0,8744
M4,E,0,1,C01,3192960.0,5964
M4,E,0,1,C01,3115020.0,12720
M1,E,0,0,C01,12687720.0,50757
M3,S,0,1,C01,21598321.0,26062
M3,S,0,0,C02,15738670.0,58845
M2,I,0,2,C01,79724220.0,109546
M3,E,0,0,C01,2743458.0,8026
M7,I,0,0,C01,40861905.0,18973
M3,E,0,0,C01,13653060.0,24620
M4,E,0,1,C01,22786260.0,71575
M3,E,5,1,C01,20133739.0,72531
M7,E,2,0,C02,1971800.0,8141
M1,E,0,0,C01,24103620.0,84439
M3,E,0,0,C01,4924491.0,13311
M4,S,0,0,C02,10457056.0,26538
M3,I,0,1,C01,26329440.0,56097
M5,S,0,0,C02,11998906.0,15997
M4,H,0,0,C01,18140118.0,10802
M4,S,0,1,C01,20905562.0,35370
M3,E,0,1,C01,36294025.0,45297
M4,E,0,0,C01,6638040.0,13126
M3,H,0,0,C01,4045800.0,8611
M2,E,0,0,C01,20807046.0,90986
M4,E,0,2,C01,42674330.0,93566
M4,E,0,0,C01,2525400.0,10168
M4,I,0,0,C01,38423400.0,15545
M4,E,0,0,C01,10034220.0,9970
M3,I,9,1,C02,31122072.0,55583
M4,E,0,1,C01,4929600.0,14739
M1,S,0,0,C01,13221480.0,37828
M2,I,0,0,C02,7088100.0,10496
M7,E,0,0,C01,8615460.0,20387
M7,S,0,0,C01,41123880.0,123514
M4,E,0,0,C01,22369320.0,27103
M4,E,0,1,C01,32038800.0,88297
M4,S,0,0,C01,18570685.0,59828
M1,S,0,0,C01,3792984.0,8028
M4,S,0,1,C01,13812300.0,40365
M4,E,0,1,C01,19874100.0,30962
M4,S,0,1,C01,26281260.0,71282
M7,S,0,1,C01,2850300.0,8820
M4,E,0,1,C02,51729960.0,147516
M4,E,1,0,C01,9930300.0,12555
M4,E,1,0,C01,7758540.0,18476
M7,E,0,0,C01,22350840.0,45645
M3,E,0,0,C01,3620592.0,11995
M4,S,0,0,C01,14493600.0,38141
M7,E,0,1,C02,28485540.0,108475
M4,S,0,0,C01,20900940.0,76017
M3,S,0,0,C01,6755820.0,12353
M3,S,0,1,C01,22017660.0,86462
M4,E,0,1,C02,29120700.0,90438
M3,S,1,0,C01,25733353.0,35300
M3,S,0,0,C01,6657405.0,11733
M5,S,0,1,C02,22271340.0,8449
M3,E,0,0,C01,6678900.0,18997
M3,I,0,1,C01,20681832.0,14562
M3,S,0,0,C01,27828590.0,69291
M2,H,2,0,C01,8535949.0,15788
M3,S,0,1,C01,19352280.0,21355
M3,S,0,0,C01,7354559.0,17263
M4,S,0,1,C01,18818396.0,82857
M4,E,0,0,C01,12030960.0,61714
M3,I,0,1,C01,10174500.0,12023
M4,E,0,0,C01,4476561.0,15275
M2,E,0,1,C02,11728800.0,21685
M3,S,0,0,C01,12089820.0,38654
M4,I,0,0,C01,21074463.0,50354
M4,E,0,1,C01,3008619.0,11711
M4,S,0,0,C01,6475680.0,7923
M3,S,0,0,C01,21944400.0,27993
M3,S,0,1,C02,38615580.0,145334
M7,I,0,0,C01,19448948.0,25737
M2,E,0,0,C01,18409860.0,124214
M3,E,0,0,C01,3571920.0,5081
M7,S,0,2,C01,73071060.0,148246
M3,S,1,1,C01,2820019.0,6779
M3,H,0,1,C01,9647520.0,10176
M3,S,0,0,C01,1433700.0,7586
M4,E,0,0,C01,7935999.0,39292
M4,S,3,0,C02,15180840.0,25192
M7,E,0,0,C01,9055020.0,32164
M2,I,0,1,C01,14515706.0,28086
M7,H,0,0,C01,21509220.0,29660
M3,E,0,1,C02,57290587.0,162690
M4,S,0,1,C01,31083142.0,56207
M7,S,0,0,C01,25600264.0,69192
M7,E,1,0,C01,17800620.0,65117
M4,E,0,2,C01,35079120.0,63149
M2,E,37,1,C01,29630946.0,104748
M3,S,0,0,C01,5358908.0,14353
M3,S,0,1,C01,51229646.0,125238
M2,E,0,1,C01,22888592.0,36725
M7,E,5,1,C02,45173611.0,101746
M3,E,0,1,C02,36304140.0,65248
M4,S,0,0,C01,2247900.0,11487
M7,E,0,0,C02,3624297.0,5502
M4,S,0,0,C02,4476420.0,5630
M3,S,0,0,C01,4082580.0,7757
M3,I,0,1,C01,52123894.0,157215
M4,S,0,0,C01,7453182.0,7887
M4,E,0,1,C01,26785080.0,97095
M2,S,0,0,C01,17515020.0,30576
M3,S,0,1,C01,41897866.0,188230
M3,S,0,1,C01,9651420.0,28408
M7,E,0,0,C01,10338446.0,37454
M4,S,0,0,C02,3538354.0,6894
M4,E,0,2,C02,22828620.0,56645
M3,S,0,0,C01,13907760.0,33884
M3,S,0,0,C01,3348120.0,6549
M3,E,0,0,C01,9665340.0,22685
M7,S,0,0,C01,7180103.0,9914
M3,E,0,0,C01,40172700.0,77442
M4,S,0,0,C01,4569720.0,9072
M4,E,0,0,C01,4990996.0,16908
M7,E,0,0,C01,3959820.0,10943
M1,E,0,1,C01,36880912.0,105241
M4,S,0,0,C01,6471360.0,21969
M4,S,0,0,C01,6565077.0,9553
M7,E,0,0,C01,5443271.0,12196
M1,E,0,0,C01,26085649.0,43626
M2,E,0,0,C02,3112980.0,7409
M4,S,0,1,C02,47178660.0,109156
M4,S,0,2,C01,14093377.0,43063
M4,S,3,1,C01,62486208.0,212914
M4,S,2,1,C01,2861760.0,7890
M4,S,0,1,C01,36824160.0,67058
M4,S,0,0,C01,4210130.0,8885
M7,E,0,1,C01,12959290.0,25935
M2,S,0,0,C01,25907280.0,81443
M4,E,0,0,C02,12783780.0,23794
M5,S,0,0,C02,6648780.0,5877
M4,I,0,0,C01,1910622.0,5654
M7,I,0,0,C01,25424124.0,12514
M3,E,0,1,C01,4196538.0,7147
M3,E,0,0,C01,6625280.0,8704
M2,S,0,0,C02,14589720.0,30870
M7,H,4,0,C02,5288100.0,7688
M4,S,2,1,C01,8288880.0,29785
M7,S,1,0,C01,30158340.0,52146
M3,S,0,0,C01,50129106.0,98178
M3,E,0,0,C01,10535439.0,24570
M7,I,0,1,C01,9260040.0,18395
M2,E,0,0,C02,1548209.0,5764
M4,E,0,1,C01,41103420.0,109563
M4,S,0,1,C01,50455860.0,111044
M1,E,0,0,C01,20040083.0,90191
M4,S,0,0,C01,5768400.0,5065
M2,S,0,0,C01,9754416.0,18449
M4,S,0,0,C02,3738360.0,7947
M7,I,0,0,C01,4907640.0,8649
M4,E,2,1,C01,24631380.0,51181
M7,S,0,0,C02,9307537.0,12689
M4,S,0,0,C01,22377877.0,56195
M7,I,0,0,C01,4054320.0,12689
M4,S,1,0,C01,6313920.0,14242
M3,S,1,1,C02,53197320.0,172251
M3,S,0,0,C01,4494938.0,11190
M4,E,0,0,C01,10043438.0,27036
M3,E,6,0,C01,14590624.0,24590
M4,I,0,0,C02,4255818.0,10240
M7,S,0,2,C01,53372245.0,115257
M3,I,0,2,C01,37246320.0,53778
M4,E,11,1,C01,17545680.0,42903
M4,S,0,0,C02,1187160.0,5555
M2,S,0,0,C01,11207820.0,24103
M4,E,6,1,C01,28504080.0,110457
M2,S,0,0,C01,24620820.0,85205
M4,S,0,0,C02,4580940.0,20928
M7,S,0,0,C02,1965120.0,7326
M3,S,2,1,C01,26238238.0,62703
M3,S,0,0,C01,2956740.0,7268
M2,E,0,0,C01,7184820.0,15909
M1,E,0,0,C01,15214260.0,46687
M3,I,0,0,C01,16678020.0,13266
M4,S,0,0,C01,31697040.0,104656
M4,E,0,1,C01,14687640.0,32405
M4,E,0,0,C02,6582540.0,26377
M7,E,0,0,C01,20454087.0,111143
M4,E,0,0,C01,16079509.0,65240
M2,E,0,0,C01,17288040.0,43158
M4,S,3,2,C01,53654547.0,60037
M5,S,0,0,C02,7243620.0,8176
M4,S,0,1,C02,52101960.0,132184
M4,E,0,1,C02,26951580.0,86325
M4,E,0,1,C01,25830625.0,46699
M7,I,0,2,C01,41751942.0,74416
M3,S,2,1,C01,29373900.0,54787
M3,E,0,1,C01,6667666.0,15731
M4,S,2,2,C01,37401059.0,63160
M4,I,0,1,C01,28431120.0,80233
M7,E,0,0,C01,13737300.0,31226
M4,E,0,0,C02,12094800.0,36900
M2,E,0,1,C01,20633508.0,44601
M3,I,0,1,C01,6316609.0,13348
M3,E,0,1,C01,8361540.0,21755
M4,E,0,0,C01,1362780.0,5074
M4,E,0,0,C01,14604600.0,19768
M3,E,0,0,C01,4047428.0,8816
M3,S,0,0,C02,26441628.0,40767
M3,E,0,0,C01,10216638.0,17774
M4,S,0,0,C01,12872820.0,41823
M3,S,0,0,C01,21749801.0,48287
M2,E,0,0,C01,10642680.0,53471
M4,E,0,0,C02,14613060.0,7187
M3,S,0,1,C01,21794700.0,35224
M4,S,0,0,C01,28839744.0,171140
M4,S,0,0,C01,15565627.0,61022
M2,I,0,1,C01,35439220.0,90301
M1,E,0,0,C01,23661448.0,38365
M2,E,0,0,C01,1732860.0,7361
M3,S,0,0,C01,9399720.0,23687
M3,E,0,0,C01,11732640.0,24639
M7,E,0,0,C01,8484660.0,21854
M7,E,0,1,C01,30997690.0,94191
M2,S,0,0,C01,3966533.0,18988
M2,S,0,0,C01,16048920.0,26862
M4,S,0,0,C01,2496180.0,11405
M7,E,0,0,C01,4301280.0,9443
M4,I,0,1,C01,9839820.0,5645
M4,E,0,0,C01,12610920.0,41247
M4,S,0,0,C01,19701840.0,71409
M3,E,0,1,C01,33343955.0,64584
M7,E,0,3,C01,71700381.0,93843
M3,S,1,0,C01,41579100.0,129549
M4,I,0,0,C01,17270520.0,44564
M1,E,0,0,C01,14146320.0,49504
M7,S,2,1,C01,41717760.0,52468
M3,E,0,0,C01,7360560.0,22133
M3,S,0,0,C01,12704040.0,9388
M4,E,0,0,C01,4599691.0,16172
M4,S,0,0,C02,4162800.0,12696
M7,I,0,0,C01,15408440.0,20804
M4,S,0,1,C02,13307671.0,44896
M1,E,0,0,C02,9151500.0,7236
M1,S,0,1,C01,12758700.0,34241
M7,S,1,1,C01,69814353.0,206454
M4,S,6,1,C01,53135040.0,120724
M3,I,0,2,C01,55233329.0,93594
M2,S,3,2,C01,5709300.0,11550
M2,E,0,2,C01,35685040.0,83266
M4,E,0,0,C01,4586078.0,12961
M4,S,0,1,C01,45014252.0,91874
M3,S,0,0,C01,27912271.0,99853
M4,I,0,1,C01,22185960.0,43306
M2,H,0,1,C02,53214442.0,48812
M7,S,1,1,C01,38772395.0,125090
M1,S,0,0,C01,3130485.0,8819
M4,S,0,0,C01,4674240.0,19447
M3,S,0,1,C02,16332975.0,26949
M4,E,0,1,C01,2423826.0,8803
M7,E,0,1,C01,17630520.0,27908
M3,S,0,0,C01,2308680.0,5718
M4,S,0,0,C01,11413967.0,9654
M2,S,0,0,C01,2925077.0,11378
M7,E,0,2,C02,71904120.0,347441
M7,E,2,0,C02,17346000.0,88894
M3,H,0,0,C01,12070920.0,15172
M3,E,0,0,C01,5984220.0,21197
M3,S,0,0,C02,2332684.0,7141
M4,E,0,0,C02,2952894.0,8986
M7,E,0,1,C02,36105000.0,51007
M2,E,0,0,C01,42665432.0,115425
M3,S,2,0,C01,7752776.0,19741
M4,S,0,0,C01,6587520.0,6903
M3,E,0,0,C01,6474000.0,12988
M4,I,0,0,C01,3028555.0,8753
M2,S,0,0,C01,10713780.0,5161
M4,E,0,0,C02,7947738.0,9751
M1,E,0,0,C01,2501093.0,5388
M3,S,6,1,C01,66542100.0,297507
M3,S,0,0,C01,14224561.0,37957
M7,H,0,0,C01,12923625.0,18084
M4,E,0,0,C01,4149120.0,9760
M4,S,0,1,C01,9498720.0,17019
M4,E,0,0,C01,16574340.0,60346
M1,S,0,0,C01,18404770.0,50386
M4,S,1,0,C01,22958280.0,73974
M3,E,0,1,C02,67837500.0,227808
M7,E,0,0,C01,7796820.0,20020
M3,S,0,1,C01,27884220.0,43028
M3,S,0,1,C01,62795640.0,45338
M3,S,0,0,C01,3523688.0,13207
M4,S,0,0,C02,7085516.0,19354
M4,I,0,0,C01,22193340.0,23557
M4,E,0,0,C01,13904580.0,29235
M4,E,0,1,C01,14191140.0,30706
M4,E,0,0,C01,6540780.0,16741
M3,S,0,0,C01,28254900.0,51784
M2,S,4,2,C02,59340240.0,59627
M4,S,0,1,C01,33068224.0,79555
M4,S,0,0,C01,1467960.0,5296
M3,S,2,0,C01,18125700.0,51116
M3,S,2,0,C01,5456184.0,9676
M7,E,0,0,C02,29005620.0,44879
M2,E,0,1,C01,42669720.0,153011
M7,S,0,1,C01,23520875.0,89322
M3,E,0,0,C01,6050993.0,8224
M4,S,0,3,C02,74997120.0,74325
M3,E,0,0,C01,14526060.0,33149
M4,E,0,0,C01,1985400.0,5124
M7,S,4,2,C01,37374652.0,109898
M2,H,2,1,C01,3711826.0,8185
M2,S,0,0,C01,5180400.0,17015
M7,I,0,0,C01,8378460.0,12076
M4,E,0,0,C01,7859820.0,14456
M3,S,0,0,C01,2965860.0,14930
M4,S,0,0,C01,28795560.0,54415
M3,S,0,0,C01,24029098.0,29944
M3,E,0,1,C01,7250940.0,17698
M1,E,0,0,C01,20745540.0,29274
M7,I,0,0,C01,9261698.0,18595
M3,E,0,0,C02,5541240.0,11079
M3,E,4,1,C01,12091440.0,16306
M4,S,0,0,C01,7263056.0,14220
M7,E,1,1,C01,15885420.0,53229
M3,E,0,0,C01,21256555.0,40034
M1,S,0,1,C01,37484580.0,92657
M3,E,0,1,C01,19256592.0,69592
M3,E,0,0,C02,21147180.0,35970
M3,E,0,0,C01,31862580.0,63941
M4,I,0,1,C01,18807840.0,41184
M2,S,0,0,C01,2762290.0,6716
M3,S,0,0,C01,7861260.0,17864
M3,E,0,0,C02,4317981.0,8610
M2,S,0,0,C01,33263520.0,39701
M3,S,2,1,C01,22117860.0,47366
M4,S,3,0,C01,20474340.0,61157
M4,S,0,1,C01,38980860.0,50964
M4,E,0,0,C01,3260460.0,10181
M4,I,0,0,C01,21594840.0,74181
M7,E,0,0,C01,6047755.0,17112
M7,S,0,1,C01,24278580.0,65552
M7,S,0,0,C01,10010286.0,14014
M4,E,0,2,C01,59819996.0,75857
M2,H,0,0,C01,19425414.0,5672
M7,H,24,1,C01,68152260.0,260288
M4,S,0,0,C01,25250220.0,84484
M7,H,0,1,C01,88084032.0,43810
M4,E,0,2,C01,10598940.0,21040
M4,E,0,0,C02,10362180.0,9391
M4,S,0,0,C01,18148920.0,75246
M4,S,0,1,C01,44860320.0,115999
M7,S,0,0,C02,22974420.0,36180
M3,S,0,1,C01,55366380.0,162493
M7,I,0,1,C01,15627603.0,17266
M3,S,1,0,C01,6573671.0,30034
M3,E,3,1,C02,67545480.0,98040
M4,E,0,1,C01,31337100.0,106637
M3,I,0,0,C01,5339863.0,11452
M1,S,0,0,C01,1826097.0,6282
M7,S,0,0,C01,8389024.0,29309
M7,E,0,1,C01,32130778.0,100066
M4,E,0,0,C01,15476340.0,36486
M4,E,0,0,C02,9668520.0,23777
M4,S,5,2,C01,88133603.0,310929
M7,I,0,0,C01,8376960.0,8669
M4,E,0,0,C01,3454080.0,6096
M3,S,0,1,C01,22903140.0,36959
M2,E,0,0,C01,4751700.0,16448
M7,E,0,2,C01,32030316.0,82994
M4,S,0,0,C01,7343110.0,36668
M4,E,0,0,C01,2000580.0,9034
M7,E,0,1,C01,4124848.0,5953
M3,E,0,0,C01,21020880.0,66091
M7,E,0,0,C01,8023119.0,13626
M4,I,0,1,C01,7846080.0,17154
M3,E,0,0,C01,11210400.0,15795
M5,S,0,2,C02,54349560.0,28850
M3,E,0,0,C01,7153740.0,27564
M3,E,0,1,C01,43986870.0,97100
M3,E,0,1,C02,27233220.0,80710
M4,H,0,1,C01,16397220.0,24717
M7,S,0,1,C01,11956380.0,27616
M3,E,0,0,C01,7367769.0,14006
M4,S,1,0,C02,4739649.0,11809
M4,E,0,0,C01,20366280.0,98627
M7,H,0,1,C01,44064867.0,35075
M4,E,0,3,C01,63396720.0,196822
M7,H,0,0,C01,16409940.0,20833
M2,S,0,1,C01,11220720.0,24677
M3,E,0,1,C01,15625617.0,74103
M7,E,0,0,C02,18149361.0,35880
M3,H,4,2,C01,80443899.0,50232
M4,E,2,0,C01,1984380.0,5420
M4,I,0,0,C01,20732160.0,9893
M2,S,0,1,C01,14325420.0,30603
M7,I,0,0,C01,5938277.0,16854
M2,E,0,1,C01,38425329.0,73816
M3,E,0,0,C01,16955820.0,21883
M4,E,0,0,C01,6668520.0,20706
M4,E,2,0,C01,4735020.0,16734
M4,E,0,0,C01,6040620.0,20339
M3,S,0,0,C01,12698533.0,26103
M3,E,0,0,C01,3630180.0,8571
M2,S,0,0,C01,24207315.0,13394
M3,E,0,0,C01,24480171.0,62610
M4,S,0,0,C01,3448287.0,13979
M3,I,0,0,C01,16760122.0,65695
M2,E,0,0,C02,1880400.0,7718
M3,S,0,0,C01,16909380.0,42406
M3,S,0,2,C01,30154440.0,24013
M3,E,0,0,C01,9934566.0,16712
M7,S,0,0,C01,24632208.0,110641
M4,S,0,1,C01,4146439.0,9230
M4,I,0,0,C02,12423713.0,26801
M3,E,0,0,C02,9746220.0,16376
